아이디,총 단어의 수,매칭된 단어,카테고리 분류 결과,카테고리 최종 결과
hee_eun.y,8016,"['하라', '해바라기', '유치원', '클렌징', '오일이', '소품', '프락', '원서', '아이라인', '용어', '키친', '제주도', '국밥', '퇴치', '녹용', '매년', '일상생활', '발전', '아동복', '첫째', '자존감', '향료', '곳곳', '유아', '공룡', '추리', '우등', '향상', '야외', '완독', '웅진', '영양소', '교복', '신생아', '한국사', '프릴', '먹이', '토마토', '세계사', '동영상', '발달', '토요일', '전집', '찰떡', '독후', '교과', '야경', '쿨링감', '거부', '초등', '로티', '체인', '첨가', '마리앙투아네트', '언어', '등국', '마스카라', '한글', '물놀이', '모던', '아빠', '설민석', '블라우스', '놀이터', '국민', '성장기', '계곡', '놀이', '진주', '브로', '내일', '바위', '증강현실', '너희', '전부', '피지', '개월', '아스타', '만화', '스티커', '신비', '말타', '도서', '엄마따라', '모험', '아동', '프루프', '학습', '주니어', '대회', '캐릭터', '수달', '상하', '공부', '독서', '활동', '썬크림', '밤하늘', '초등맘', '크리에이터', '여름방학', '트림', '대디', '초등학생', '흥미', '아토', '학습만화', '디도', '주부', '렌징', '벽화', '소나기', '만두', '아토피', '오이', '립스틱', '초등교육', '필수품', '콘텐츠', '자녀교육', '어깨', '상상력', '바나나', '콩나물국', '부문', '문학', '분리수거', '동화책', '드럼세탁기', '콜라보', '파닉스', '커스', '교정', '미디어', '앙금', '선반', '육아', '아기', '팬티', '조명', '블루투스', '단어', '둘째', '교육법', '키즈', '아들', '학교', '수세미', '두뇌', '국어', '크러시', '창의', '조카', '초등학교', '북도', '영어', '어린이', '소통', '미술', '그림책', '고기', '에센스', '부모', '까르르', '출판사', '율동', '딸도', '슬픔', '습관', '뿌듯', '코딩', '가요', '여자아이', '난리', '업데이트', '리딩', '서랍', '색칠', '원전', '학년', '반려동물', '꼬질꼬질', '수학', '예비', '내면', '퍼즐', '멘탈', '방학', '부인', '면역', '미국', '마그네슘', '어린이집', '떡볶이', '긍정', '과목', '싱크대', '북스', '삼척시', '밴드', '서포터즈', '블록', '창의력', '비유', '하원', '과학', '공감', '샌드박스', '코인', '기질', '투어', '유아교육', '동요', '논술', '교육', '교구', '불고기', '세분', '편식', '산소']","[('육아', 151), ('뷰티', 18), ('헬스', 15), ('인테리어', 10), ('푸드', 10), ('여행', 9), ('패션', 5), ('펫', 2)]",육아
momoyes06,6616,"['클렌징', '길거리', '오일이', '지속', '소품', '컬링', '섬유', '지방', '설탕', '제주도', '밀착', '감량', '곳곳', '유아', '자동', '릴레이', '여기저기', '광채', '향상', '클렌징워터', '신생아', '라이프스타일', '예스', '동영상', '카페인', '수유', '청첩장', '진미', '키스', '유연제', '넣기', '에메랄드', '달걀', '이징', '베베', '욕심', '첨가', '레이더스', '노폐물', '팔레트', '모공', '뷰앤뷰', '신랑', '국민', '놀이', '프리뷰', '게다가', '임산부', '드레이팅', '베이스', '피지', '출산', '개월', '아스타', '가슴', '지성', '스티커', '언제', '디자이너', '아데노신', '물감', '뷰러', '프루프', '화장품선물', '학습', '손상', '캐릭터', '공부', '자외선차단제', '아르마니', '정성껏', '코요태', '쭈꾸미', '장마철', '다이노', '그네', '스트', '주부', '강도', '렌징', '이지', '슬림', '눈매', '글자', '아토피', '오이', '카메라', '콘텐츠', '베이비', '쫄깃쫄깃', '드럼세탁기', '어른', '육아', '브러쉬', '우리엄마', '아기', '블루투스', '단어', '어린이날', '키즈', '아들', '밀봉', '한고은', '공복', '볼륨', '눈빛', '엑스', '쓰시', '요금', '스웨덴', '어린이', '체육', '소통', '모발', '아크', '육아용품', '쫀쫀', '메이크업', '에센스', '찬스', '즉각', '자이라', '기차', '슬픔', '습관', '가요', '쫄면', '윤기', '아이라이너', '취지', '돼지고기', '설정', '조미료', '레이티', '테이크아웃', '양념', '스팟', '레슨', '떡볶이', '소독', '메이트', '코덕', '서포터즈', '블록', '눈썹', '이드', '발색', '딥클렌징', '매혹', '팥물', '과학', '전면', '의류', '투어', '애견', '아미노산', '산소']","[('육아', 61), ('뷰티', 52), ('푸드', 12), ('헬스', 11), ('여행', 9), ('인테리어', 7), ('펫', 4), ('패션', 1)]",뷰티 육아
youmejung,761,"['욕심', '영어', '축하', '팔레트', '몇번', '물놀이', '스튜어트', '립스틱', '난리', '내일', '원피스', '허헛', '코디', '콜라보', '언제', '디자이너', '파란', '엉엉', '영광', '자칭', '클레이', '이드', '캐릭터', '학교', '공부', '이두', '투톤헤어', '이징', '운동화']","[('육아', 9), ('뷰티', 8), ('헬스', 6), ('여행', 3), ('패션', 2), ('인테리어', 1)]",-
hill_sun,5026,"['줄줄', '축하', '유산', '반려견', '지방', '조개', '제주도', '수족관', '퇴치', '정비', '일본여행', '감량', '곳곳', '야외', '유투', '댕댕', '에어아시아', '라이프스타일', '광어', '도수', '토마토', '여행사진', '토요일', '빼꼼', '찰떡', '하이라이트', '야경', '환수', '오줌', '이징', '강아지', '주얼', '울산', '소맥분', '욕심', '첨가', '글루텐', '인천', '국민', '홀리', '재능기부', '따라서', '내일', '뮤지컬', '비행기', '너희', '베이스', '다크', '가슴', '일부러', '회의', '만화', '모험', '전망대', '비행', '코르셋', '마케터', '안성', '캐릭터', '햇살', '상하', '여름방학', '스케쥴', '월요일', '이지', '오이', '카메라', '오자', '불맛', '전신', '워터스포츠', '바나나', '선상', '요가', '어른', '브러쉬', '핸드', '이완', '설연휴', '어린이날', '아들', '학교', '무대', '비키니', '독퍼', '영어', '소통', '미술', '스팅', '고기', '사료', '수채화', '튜브', '가요', '모노레일', '다이닝', '듬회', '여행사', '렌트카', '물쌀', '목표', '방학', '위아래', '미국', '떡볶이', '존경', '달라', '서포터즈', '타워', '그라데이션', '코인', '투어', '애견', '무지개']","[('육아', 32), ('헬스', 20), ('여행', 19), ('뷰티', 13), ('푸드', 11), ('펫', 10), ('인테리어', 6), ('패션', 3)]",육아
footballistkr,2035,"['축하', '마침내', '한글', '지남', '프랭크', '스케치북', '인천', '이센스', '바르셀로나', '코치', '동행', '가요', '광복절', '내일', '모얌', '비행기', '상세', '부상', '오사카', '코랄', '짐볼', '아이파크', '김현우', '에이스', '콜라보', '언제', '미디어', '닉값', '배낭여행', '선수', '달라', '빡빡', '제자', '공부', '참가자', '무대', '근황', '투어', '싱가포르', '귀신', '찰떡', '근육', '여름방학', '이적', '국영', '복귀', '울산']","[('헬스', 13), ('여행', 10), ('육아', 9), ('뷰티', 9), ('인테리어', 3), ('패션', 1), ('펫', 1), ('푸드', 1)]",여행
mmansepark,851,"['욕심', '여의도', '물놀이', '타이페이', '눈매', '조기', '제주도', '난리', '화이팅', '내일', '오자', '마카오', '전부', '셋업', '외투', '당일치기', '멘탈', '릴레이', '조심', '언제', '배낭여행', '슬랙스', '팬츠', '눈썹', '아이슬란드', '공부', '근황', '극적', '정신', '월요일']","[('헬스', 8), ('여행', 7), ('육아', 6), ('뷰티', 3), ('패션', 3), ('인테리어', 2), ('펫', 1)]",-
dreaming_whales,4800,"['하라', '줄줄', '축하', '상어', '유치원', '몇번', '침대', '발진', '설탕', '화이팅', '도어', '만끽', '돌끝맘', '첫째', '비포', '유아', '꼬물이', '유딩', '야외', '주머니', '웃어요', '웅진', '신생아', '먹이', '예스', '동영상', '플라밍고', '카페인', '발달', '토요일', '도중', '귀신', '찰떡', '실어', '울면', '거부', '미네', '베베', '강아지', '물놀이', '아빠', '인천', '신랑', '연수구', '놀이터', '국민', '바운', '랜선', '도대체', '내일', '이도', '임산부', '너희', '원피스', '전부', '출산', '개월', '아스타', '가슴', '오늘이', '스티커', '하복', '기저귀', '언제', '모험', '선수', '학습', '해열제', '대회', '생크림', '햇살', '코코', '단둘', '스케쥴', '보더', '세로', '개린', '초등학생', '리틀', '래미', '월요일', '에프', '그네', '업뎃', '카메라', '데리', '베이비', '등원', '이유식', '얼루', '어른', '사레', '책방', '임신', '육아', '브러쉬', '아기', '팬티', '둘째', '키즈', '아들', '스냅', '정신', '눈빛', '초등학교', '창해', '홈스쿨링', '스웨덴', '어린이', '소통', '팔로', '대고', '메이크업', '에센스', '부모', '돌잔치', '딸도', '튜브', '난리', '블러셔', '궁둥이', '간증', '덴마크', '구내염', '모빌', '부인', '면역', '레슨', '동공', '어린이집', '메이트', '존경', '밴드', '놀람', '오열', '창의력', '하원', '공감', '근황', '내복', '도치', '잘못', '하네스', '씽크빅', '애견', '교구', '키카']","[('육아', 83), ('헬스', 21), ('펫', 12), ('뷰티', 10), ('인테리어', 8), ('여행', 7), ('푸드', 4), ('패션', 2)]",육아
_bong_bong_9,2402,"['릴리', '물놀이', '크롭티', '침대', '아빠', '코숏', '몰래', '반려견', '브릭', '쿨톤', '고양이', '화이팅', '게다가', '내일', '이도', '핫핑크', '꼬리', '섀도우', '데리', '이형', '베이비', '반려동물', '자존감', '궁둥이', '수의사', '구내염', '콜라보', '강릉', '기저귀', '주머니', '면역', '입양', '신생아', '대리석', '동물병원', '어린이집', '반려', '달라', '서포터즈', '눈썹', '유기견', '견생', '사랑둥이', '귀신', '하네스', '울면', '왼쪽', '애견', '조카', '리넨', '복귀', '네온', '강아지', '월요일']","[('펫', 17), ('육아', 16), ('뷰티', 7), ('헬스', 7), ('인테리어', 4), ('패션', 2), ('여행', 1)]",펫
choco_eunchae,7081,"['축하', '유치원', '클렌징', '몇번', '취저', '여의도', '침대', '지속', '소품', '컬링', '교재', '섬유', '남양', '잉크', '프락', '달반', '턱선', '고양이', '볶음', '화이팅', '녹용', '할미', '만끽', '밀착', '돌끝맘', '첫째', '짐볼', '유아', '클렌징할때', '튤립', '식탁', '자동', '공룡', '취소', '코디', '릴레이', '몇장', '여기저기', '광채', '야외', '독박', '주머니', '웅진', '영양소', '신생아', '체인지', '라이프스타일', '페리페라', '완벽', '또래', '땡땡', '먹이', '동영상', '슬포', '수유', '다대고', '최선', '유연제', '귀신', '분유', '둘찌', '활동량', '산수유', '거부', '달걀', '운동화', '터닝', '베베', '첨가', '잘만', '레이더스', '마스카라', '물놀이', '아빠', '인천', '스트레칭', '천국', '놀이터', '마연', '유부초밥', '놀이', '내일', '뮤지컬', '너희', '원피스', '가죽', '전부', '카시트', '출산', '다크', '개월', '롯데리아', '아스타', '키크', '아구', '스티커', '도서', '기저귀', '언제', '물감', '아동', '프루프', '조이', '이케아', '열량', '학습', '해열제', '열탕', '섭렵', '정원', '전망대', '어금니', '플랩', '독서', '활동', '스케쥴', '보더', '땡깡', '리틀', '흥미', '그네', '주부', '소세지', '소나기', '취저였던', '만두', '쪼꼬미', '빼빼로', '재기', '시공', '중문', '립스틱', '클리오', '필수품', '카메라', '데리', '애교', '오자', '어깨', '베이비', '등원', '동화책', '콜라보', '어른', '환도', '조심', '임신', '육아', '아기', '팬티', '미끄럼틀', '블루투스', '둘째', '어린이날', '루나', '키즈', '아들', '주먹밥', '침구', '벽지', '쥬쥬', '일일이', '진동클렌저', '스냅', '볼륨', '정신', '엘사', '눈빛', '부리고', '조카', '딸딸', '애착', '홈스쿨링', '영어', '어린이', '소통', '미술', '메이크업', '고기', '그림책', '돌잔치', '발목', '출판사', '프레임', '즉각', '기차', '수채화', '나선', '조개찜', '습관', '하트', '튜브', '뿌듯', '유목민', '가요', '난리', '방치', '서랍', '얼집', '애둘', '구내염', '멘탈', '방학', '부인', '면역', '퉁퉁', '떡볶이', '쇼파', '소독', '홍키', '달라', '코덕', '밴드', '감각', '눈썹', '주기도', '딥클렌징', '하원', '공감', '마더', '코인', '통키', '원목', '딸바보', '도치', '씽크빅', '유아교육', '터울', '베트남', '교육', '홍조', '빨대', '교구', '친정', '키카', '세분', '덕인']","[('육아', 131), ('뷰티', 36), ('헬스', 20), ('인테리어', 18), ('여행', 14), ('푸드', 12), ('펫', 4), ('패션', 2)]",육아
bb3400,2587,"['스웨덴', '창고', '첨가', '그네', '정수', '이탈', '미술', '몇번', '물놀이', '모던', '아빠', '지속', '형광등', '전쟁', '몰래', '섬유', '어보', '반려견', '커튼', '놀이터', '브릭', '달도', '립스틱', '제주도', '가요', '여자아이', '난리', '놀이', '체어', '내일', '이도', '정비', '서랍', '매트리스', '데리', '오자', '너희', '가구', '베이비', '모형', '개월', '곳곳', '대기', '유아', '오늘이', '은발', '보육', '식탁', '모빌', '코디', '기저귀', '송혜교', '스팟', '언제', '스탠드', '물감', '주택', '육아', '모서리', '신생아', '어린이집', '송중기', '이케아', '침실', '러그', '쇼파', '소독', '핸드', '라이프스타일', '해열제', '달라', '아기', '낙엽', '언팔', '조명', '블루투스', '이드', '우드', '부라', '먹이', '이혼', '사랑둥이', '아들', '토요일', '건조대', '코코', '마음속', '침구', '마나', '원형', '활동', '의류', '원목', '유연제', '잘못', '아쉬움', '정신', '달걀', '빨대', '교구', '로티', '베베', '아토', '월요일', '염증']","[('육아', 44), ('인테리어', 27), ('헬스', 11), ('뷰티', 10), ('펫', 4), ('푸드', 4), ('여행', 3), ('패션', 2)]",-
myelite1318,5544,"['어린이', '축하', '소통', '인생샷', '물놀이', '인천', '부심', '전쟁', '습관', '하트', '계곡', '꽃말', '실루엣', '내일', '성균관대', '꼬리', '어깨', '가죽', '다크', '바나나', '수학', '건성', '가슴', '성균관', '예비', '지성', '취소', '목표', '스티커', '소매', '방학', '안감', '하복', '스팟', '언제', '성적', '중일', '소신', '교복', '떡볶이', '선수', '짬뽕', '대회', '등교', '블록', '단어', '메쉬', '엔시', '어린이날', '학교', '공감', '공부', '참가자', '무대', '근황', '블랙데이', '활동', '통제', '찰떡', '티셔츠', '파기', '싱글', '굿즈', '교육', '아이디']","[('육아', 25), ('헬스', 13), ('뷰티', 9), ('패션', 5), ('여행', 4), ('푸드', 3), ('펫', 3), ('인테리어', 3)]",-
